age,id,color,intake,sex,time
4 months,A686098,Black,Owner Surrender,Male,8
3 years,A710878,Brown Tabby,Stray,Male,8
3 years,A766082,Orange Tabby,Owner Surrender,Male,8
3 months,A685480,Black,Owner Surrender,Female,8
2 months,A667344,Blue,Stray,Female,8
2 months,A759712,Gray Tabby,Stray,Male,8
4 months,A686095,Orange Tabby,Owner Surrender,Male,8
3 months,A739931,Black,Stray,Male,8
2 months,A723496,Black and White,Stray,Female,8
6 months,A684156,Orange Tabby,Stray,Male,8
2 years,A723885,Black and White,Stray,Male,8
4 months,A711545,Brown Tabby,Owner Surrender,Female,8
3 months,A703948,Cream Tabby,Stray,Female,8
2 months,A751824,Brown Tabby,Stray,Female,8
2 months,A684646,Blue,Owner Surrender,Male,8
2 months,A707828,Brown Tabby,Stray,Male,8
2 months,A738667,Brown Tabby,Owner Surrender,Male,8
2 months,A738668,Torbie,Owner Surrender,Female,8
10 months,A728959,Blue,Stray,Female,8
2 months,A752545,Brown Tabby,Stray,Male,8
3 years,A683243,Colourpoint,Stray,Female,8
2 months,A689378,Orange Tabby,Stray,Male,8
1 month,A683137,Black,Stray,Male,8
8 years,A704733,Brown Tabby,Owner Surrender,Male,8
14 years,A719828,Brown Tabby,Owner Surrender,Male,8
2 months,A666058,Orange Tabby,Stray,Male,8
3 years,A747311,Colourpoint,Owner Surrender,Male,8
3 years,A747310,Orange Tabby,Owner Surrender,Male,8
4 years,A743121,Black,Owner Surrender,Male,8
2 months,A682945,Blue,Stray,Male,8
1 month,A688522,Orange Tabby,Stray,Male,8
2 years,A705031,Orange Tabby,Stray,Male,8
3 months,A753368,Brown Tabby,Stray,Female,8
2 months,A685992,Brown Tabby,Owner Surrender,Male,8
2 months,A728322,Black,Stray,Male,8
1 year,A671534,Colourpoint,Owner Surrender,Female,8
2 months,A687157,Torbie,Stray,Female,8
6 years,A757921,Calico,Owner Surrender,Male,8
2 months,A755173,Orange Tabby,Stray,Female,8
1 year,A718621,Tortie,Stray,Female,8
1 month,A735102,Black,Stray,Female,8
3 months,A718745,Blue,Stray,Male,8
2 months,A738669,Brown Tabby,Owner Surrender,Male,8
3 years,A729902,Colourpoint,Stray,Male,8
2 months,A692974,Brown Tabby,Stray,Female,8
3 months,A709471,Brown Tabby,Owner Surrender,Female,8
1 month,A706389,Blue,Stray,Female,8
2 months,A754704,Blue,Stray,Male,8
9 months,A736917,Black and White,Stray,Female,8
3 months,A751806,Brown Tabby,Stray,Female,8
2 months,A708056,Tortie,Stray,Female,8
2 years,A767097,Black,Stray,Male,8
2 months,A705875,Silver Tabby,Owner Surrender,Male,8
1 year,A734788,Black,Owner Surrender,Male,8
1 month,A706387,Blue,Stray,Female,8
1 month,A751690,Brown Tabby,Stray,Female,8
2 months,A733789,Calico,Stray,Female,8
9 months,A742389,Black and White,Owner Surrender,Male,8
2 years,A742388,Black and White,Owner Surrender,Male,8
2 months,A711949,Blue,Stray,Male,8
8 years,A673210,Torbie,Owner Surrender,Male,8
1 year,A739188,Gray Tabby,Owner Surrender,Male,8
1 year,A739186,White,Owner Surrender,Male,8
2 months,A738441,Blue,Stray,Female,8
4 months,A689909,Orange Tabby,Owner Surrender,Male,8
2 years,A722480,Blue,Owner Surrender,Male,8
2 months,A712123,Cream Tabby,Owner Surrender,Male,8
2 years,A744576,Blue,Stray,Male,8
1 month,A735101,Brown Tabby,Stray,Male,8
1 year,A739984,Calico,Stray,Female,8
1 year,A651567,Tortie,Stray,Male,8
2 months,A709036,Silver Tabby,Stray,Male,8
5 months,A736633,Brown Tabby,Stray,Female,8
7 years,A683199,Black and White,Owner Surrender,Male,8
8 months,A664947,Cream Tabby,Stray,Female,8
2 months,A759754,Brown Tabby,Stray,Male,8
2 months,A708345,Blue,Stray,Female,8
2 months,A708344,Blue,Stray,Female,8
2 months,A750453,Cream Tabby,Stray,Male,8
2 months,A711332,Black,Stray,Male,8
2 months,A753075,Black,Owner Surrender,Male,8
5 months,A738844,Black,Stray,Female,8
2 months,A701752,Black and White,Stray,Female,8
2 months,A701753,Blue,Stray,Female,8
2 months,A705880,Blue,Owner Surrender,Male,8
4 months,A689908,Brown Tabby,Owner Surrender,Female,8
7 years,A764392,Black and White,Owner Surrender,Male,8
2 months,A716515,Blue,Stray,Male,8
2 months,A707436,Black and White,Stray,Male,8
2 months,A754705,Brown Tabby,Stray,Male,8
2 years,A667203,Orange Tabby,Owner Surrender,Male,8
3 months,A751566,Brown Tabby,Stray,Female,8
3 years,A741315,Brown Tabby,Stray,Female,8
2 months,A706701,Calico,Stray,Female,8
10 months,A665394,Brown Tabby,Owner Surrender,Female,8
3 months,A685095,Blue,Owner Surrender,Male,8
3 months,A713374,Orange Tabby,Stray,Male,8
2 years,A700310,Black and White,Stray,Male,8
2 months,A679080,Black and White,Stray,Male,8
5 years,A726702,Colourpoint,Owner Surrender,Male,8
2 months,A723497,Black and White,Stray,Male,8
9 years,A631781,Orange Tabby,Owner Surrender,Male,8
5 months,A768373,Torbie,Stray,Female,8
3 years,A758262,Black,Owner Surrender,Male,8
10 months,A670247,Brown Tabby,Stray,Male,8
1 year,A721201,Black,Stray,Male,8
2 years,A712920,Orange Tabby,Owner Surrender,Male,8
3 months,A716627,Black,Stray,Female,8
4 months,A710362,Silver Tabby,Owner Surrender,Female,8
4 months,A710363,Calico,Owner Surrender,Female,8
2 months,A735680,Brown Tabby,Stray,Male,8
2 months,A758069,Gray Tabby,Stray,Female,8
2 months,A758067,Tortie,Stray,Female,8
2 months,A733792,Blue,Stray,Male,8
2 months,A668562,Orange Tabby,Owner Surrender,Female,8
10 years,A736652,Calico,Owner Surrender,Male,8
5 months,A733710,Orange Tabby,Stray,Male,8
1 year,A736727,Brown Tabby,Owner Surrender,Male,8
2 months,A733791,Blue,Stray,Male,8
2 months,A728940,Orange Tabby,Owner Surrender,Male,8
1 month,A675414,Blue,Stray,Male,8
2 months,A705323,Blue,Stray,Female,8
2 months,A682944,Brown Tabby,Stray,Male,8
3 months,A738845,Orange Tabby,Stray,Male,8
3 months,A738848,Tortie,Stray,Female,8
6 months,A723753,Calico,Owner Surrender,Male,8
4 years,A713580,Blue,Stray,Male,8
2 months,A669075,Orange Tabby,Stray,Male,8
2 months,A758798,Orange Tabby,Stray,Male,8
1 year,A748723,Orange Tabby,Stray,Female,8
7 years,A664494,Tortie,Stray,Male,8
2 months,A716033,Colourpoint,Stray,Male,8
12 years,A672429,Colourpoint,Public Assist,Male,8
2 months,A735898,Black,Stray,Female,8
1 year,A749818,Calico,Owner Surrender,Female,8
2 months,A751792,Black,Stray,Female,8
3 months,A685017,Torbie,Stray,Female,8
3 years,A731146,Brown Tabby,Owner Surrender,Male,8
2 months,A702024,Black and White,Owner Surrender,Male,8
8 months,A740319,Colourpoint,Owner Surrender,Female,8
3 months,A761364,Tortie,Stray,Female,8
2 months,A751791,Black,Stray,Female,8
3 months,A685485,Black,Owner Surrender,Female,8
2 months,A691537,Orange Tabby,Stray,Female,8
1 year,A768591,Blue,Stray,Male,8
3 months,A670173,Black and White,Stray,Female,8
1 year,A670097,Torbie,Stray,Female,8
6 months,A666636,Blue,Stray,Male,8
8 months,A670893,Black and White,Stray,Female,8
3 months,A730694,Black,Stray,Male,8
1 year,A703968,Brown Tabby,Stray,Male,8
4 years,A756160,Gray Tabby,Stray,Male,8
15 years,A672148,Orange Tabby,Stray,Male,8
4 months,A670311,Black and White,Stray,Male,8
2 months,A667293,Black and White,Stray,Male,8
2 months,A705927,Tortie,Stray,Female,8
5 months,A733952,Torbie,Stray,Female,8
4 months,A676635,Brown Tabby,Owner Surrender,Male,8
10 years,A707499,White,Public Assist,Male,8
1 year,A704769,Torbie,Owner Surrender,Female,8
1 month,A711577,Orange Tabby,Owner Surrender,Male,8
2 months,A762196,Brown Tabby,Stray,Female,8
3 years,A656312,Colourpoint,Owner Surrender,Male,8
6 months,A720325,Black,Stray,Female,8
2 months,A681221,Blue,Stray,Male,8
2 months,A703672,Brown Tabby,Stray,Male,8
1 year,A698123,Black,Public Assist,Male,8
4 years,A632357,Calico,Owner Surrender,Male,8
2 months,A677612,Brown Tabby,Stray,Female,8
10 months,A740780,Black and White,Owner Surrender,Male,8
10 years,A503957,Brown Tabby,Owner Surrender,Male,8
2 months,A704914,Brown Tabby,Stray,Female,8
2 months,A709261,Black and White,Owner Surrender,Female,8
6 months,A725094,Blue,Stray,Female,8
6 months,A679226,Tortie,Stray,Female,8
4 months,A690236,Brown Tabby,Stray,Male,8
4 years,A744588,Orange Tabby,Owner Surrender,Male,8
4 years,A743672,Blue,Owner Surrender,Male,8
3 months,A716890,Brown Tabby,Stray,Female,8
2 months,A705942,Brown Tabby,Stray,Female,8
4 years,A641116,Black and White,Stray,Male,8
1 year,A743740,Black,Stray,Female,8
2 years,A714760,Brown Tabby,Owner Surrender,Male,8
2 months,A666521,Brown Tabby,Stray,Male,8
2 years,A740785,Black and White,Stray,Female,8
1 year,A721070,Brown Tabby,Owner Surrender,Male,8
2 years,A756818,Tortie,Stray,Male,8
2 months,A707876,Brown Tabby,Owner Surrender,Male,8
2 months,A735874,Black,Owner Surrender,Female,8
2 years,A765037,Tortie,Stray,Female,8
2 years,A695425,Colourpoint,Owner Surrender,Female,8
2 months,A691373,Tortie,Stray,Female,8
3 years,A741678,Black and White,Stray,Male,8
2 months,A751571,Black,Stray,Male,8
1 month,A707364,Brown Tabby,Stray,Male,8
2 months,A712187,Brown Tabby,Stray,Male,8
2 months,A692407,Orange Tabby,Stray,Male,8
2 months,A735875,Tortie,Owner Surrender,Female,8
4 months,A735881,Black,Owner Surrender,Male,8
2 months,A692469,Colourpoint,Stray,Female,8
4 months,A688005,Black,Stray,Male,8
2 years,A707015,Brown Tabby,Stray,Male,8
2 months,A665024,Orange Tabby,Stray,Female,8
2 months,A684363,Tortie,Stray,Female,8
2 months,A762895,Brown Tabby,Stray,Female,8
5 years,A708700,Tortie,Owner Surrender,Male,8
3 months,A730954,Calico,Stray,Female,8
2 months,A715516,Brown Tabby,Stray,Female,8
4 months,A707216,Black,Stray,Male,8
5 months,A722142,Black,Owner Surrender,Male,8
1 year,A704411,Orange Tabby,Stray,Female,8
1 year,A685146,Brown Tabby,Owner Surrender,Male,8
2 months,A742758,Black,Owner Surrender,Male,8
2 months,A681505,Brown Tabby,Stray,Male,8
1 year,A750415,Black and White,Owner Surrender,Male,8
7 months,A755281,Blue,Public Assist,Male,8
5 months,A686497,Black,Owner Surrender,Male,8
2 months,A731042,Blue,Owner Surrender,Female,8
10 months,A670547,Brown Tabby,Stray,Female,8
9 months,A715855,Orange Tabby,Owner Surrender,Male,8
3 years,A708203,Colourpoint,Owner Surrender,Male,8
1 year,A705389,Blue,Stray,Male,8
2 months,A737784,Black,Stray,Female,8
4 years,A637110,Calico,Owner Surrender,Male,8
2 months,A737783,Orange Tabby,Stray,Male,8
2 months,A730674,Cream Tabby,Owner Surrender,Male,8
1 year,A668051,Torbie,Owner Surrender,Male,8
1 year,A724769,Calico,Stray,Female,8
1 year,A707639,Cream Tabby,Stray,Male,8
1 year,A687929,Colourpoint,Owner Surrender,Male,8
7 months,A677410,Tortie,Stray,Female,8
1 month,A669143,Orange Tabby,Owner Surrender,Male,8
4 years,A666794,Brown Tabby,Stray,Male,8
2 months,A704348,Tortie,Owner Surrender,Female,8
4 months,A733282,Blue,Owner Surrender,Female,8
1 year,A740308,Brown Tabby,Stray,Female,8
12 years,A718793,Colourpoint,Owner Surrender,Male,8
1 year,A747671,Brown Tabby,Stray,Male,8
13 years,A304036,Brown Tabby,Stray,Male,8
3 months,A667823,Calico,Owner Surrender,Female,8
1 year,A740621,Orange Tabby,Stray,Male,8
3 months,A731054,Brown Tabby,Stray,Female,8
3 months,A731055,Brown Tabby,Stray,Male,8
2 months,A731177,Black,Stray,Female,8
2 months,A738169,Orange Tabby,Owner Surrender,Female,8
2 months,A759789,Orange Tabby,Stray,Female,8
2 months,A680137,Torbie,Stray,Female,8
2 years,A742316,Brown Tabby,Owner Surrender,Male,8
2 months,A685991,Brown Tabby,Owner Surrender,Male,8
2 months,A738171,Brown Tabby,Owner Surrender,Male,8
3 months,A754467,Orange Tabby,Stray,Male,8
2 months,A686163,Orange Tabby,Owner Surrender,Male,8
7 months,A681922,Orange Tabby,Owner Surrender,Male,8
3 years,A729812,White,Owner Surrender,Male,8
3 months,A692031,Black and White,Stray,Male,80
7 years,A724250,Brown Tabby,Owner Surrender,Male,80
10 years,A724248,Torbie,Owner Surrender,Male,80
3 months,A682763,Calico,Stray,Female,80
10 years,A700175,Colourpoint,Stray,Male,80
3 months,A707188,Blue,Stray,Male,80
3 months,A757487,Blue,Owner Surrender,Male,80
10 years,A761286,Orange Tabby,Owner Surrender,Male,80
2 months,A758108,Brown Tabby,Stray,Male,80
3 months,A724051,Black,Stray,Male,80
3 months,A724050,Black,Stray,Male,80
5 months,A707231,Colourpoint,Stray,Male,80
2 months,A723551,Orange Tabby,Stray,Male,80
4 months,A705716,Brown Tabby,Stray,Male,80
4 months,A705717,Brown Tabby,Stray,Male,80
3 months,A763038,Torbie,Owner Surrender,Female,80
3 months,A738812,Black,Stray,Female,80
2 years,A702864,Brown Tabby,Stray,Female,80
3 months,A739574,Brown Tabby,Stray,Female,80
1 year,A750682,Blue,Stray,Female,80
2 months,A737519,Black,Stray,Female,80
4 months,A738765,Brown Tabby,Stray,Male,80
4 months,A756017,Calico,Stray,Female,80
3 months,A756026,Blue,Stray,Female,80
5 months,A718833,Colourpoint,Stray,Male,81
2 months,A707489,Tortie,Stray,Female,81
3 years,A732061,Brown Tabby,Stray,Male,81
1 year,A683492,Brown Tabby,Stray,Female,81
4 months,A681961,Black,Stray,Female,81
3 months,A703681,Black and White,Owner Surrender,Male,81
3 months,A703677,Blue,Owner Surrender,Male,81
2 years,A747166,Colourpoint,Stray,Female,81
3 months,A750080,Brown Tabby,Stray,Female,81
3 months,A750073,White,Stray,Female,81
2 months,A748762,Torbie,Stray,Female,81
3 months,A704832,Calico,Stray,Female,81
3 months,A704774,Blue,Stray,Male,81
1 year,A702326,Black,Owner Surrender,Male,81
3 months,A703130,Cream Tabby,Stray,Male,81
1 year,A750416,Brown Tabby,Owner Surrender,Male,81
1 year,A758159,Brown Tabby,Owner Surrender,Male,81
3 months,A667470,Blue,Stray,Female,81
2 months,A707899,Black,Stray,Male,81
2 months,A707487,Tortie,Stray,Female,81
3 years,A721236,Blue,Stray,Female,81
8 months,A671563,Brown Tabby,Stray,Male,81
1 year,A731438,Black and White,Stray,Male,81
4 months,A703515,White,Stray,Male,81
2 months,A678665,Blue,Owner Surrender,Male,81
3 months,A750078,Brown Tabby,Stray,Female,81
2 years,A704517,Tortie,Stray,Female,81
3 months,A750075,Brown Tabby,Stray,Female,81
1 year,A664335,Black and White,Owner Surrender,Female,81
6 years,A706539,Brown Tabby,Owner Surrender,Male,81
4 months,A702414,Tortie,Stray,Male,81
2 years,A758204,Torbie,Stray,Female,82
1 year,A733902,Blue,Stray,Male,82
2 months,A704449,Brown Tabby,Stray,Female,82
2 months,A704446,Brown Tabby,Stray,Male,82
2 months,A712299,Calico,Stray,Female,82
3 months,A689273,Black and White,Stray,Female,82
3 months,A689272,Black,Stray,Female,82
1 year,A715605,Tortie,Owner Surrender,Male,82
4 years,A698227,Black,Owner Surrender,Male,82
3 months,A682615,Orange Tabby,Stray,Female,82
3 years,A724498,Tortie,Owner Surrender,Female,82
2 months,A757192,Blue,Stray,Male,82
2 months,A757190,Brown Tabby,Stray,Female,82
2 years,A699141,Cream Tabby,Owner Surrender,Male,82
3 months,A732094,Tortie,Stray,Female,82
3 months,A750067,Black and White,Stray,Female,82
6 years,A703324,Blue,Owner Surrender,Male,82
3 months,A757247,Colourpoint,Stray,Female,82
3 months,A713083,Blue,Stray,Male,82
4 months,A678396,Blue,Stray,Male,82
3 months,A728759,Tortie,Stray,Female,82
3 months,A679950,Cream Tabby,Stray,Male,82
4 years,A749803,Black,Stray,Male,82
1 year,A708154,Brown Tabby,Stray,Female,82
2 months,A751397,Blue,Stray,Male,82
3 months,A734634,Black,Stray,Female,82
5 months,A753342,Black,Stray,Male,83
4 months,A719153,Black,Stray,Male,83
3 months,A704831,Calico,Stray,Female,83
2 months,A711322,Black,Stray,Female,83
8 years,A753102,Black,Owner Surrender,Male,83
3 months,A757191,Blue,Stray,Male,83
3 years,A713216,Black and White,Owner Surrender,Male,83
2 months,A711324,Blue,Stray,Female,83
1 year,A717413,Black and White,Stray,Male,83
12 years,A711041,Brown Tabby,Owner Surrender,Male,83
1 year,A747251,Colourpoint,Stray,Female,83
7 years,A737934,Blue,Owner Surrender,Male,83
5 years,A764539,Tortie,Stray,Male,83
10 years,A744802,Black and White,Owner Surrender,Male,83
3 months,A678868,Brown Tabby,Stray,Male,83
3 years,A746407,Blue,Owner Surrender,Male,83
3 months,A754507,Black,Stray,Male,83
4 months,A728730,Black,Owner Surrender,Male,83
5 years,A735441,Brown Tabby,Owner Surrender,Female,83
9 years,A610067,Orange Tabby,Public Assist,Male,83
2 months,A748756,Brown Tabby,Stray,Female,83
2 years,A728479,Black,Owner Surrender,Male,83
2 years,A728484,Black,Owner Surrender,Male,83
4 months,A664340,Black and White,Owner Surrender,Female,83
4 months,A712422,White,Stray,Male,84
3 months,A704828,Orange Tabby,Stray,Male,84
3 months,A704830,Brown Tabby,Stray,Male,84
3 months,A703064,Calico,Stray,Female,84
3 months,A725554,Brown Tabby,Owner Surrender,Male,84
3 months,A712231,Colourpoint,Stray,Female,84
2 years,A670819,Orange Tabby,Stray,Female,84
8 months,A728927,Brown Tabby,Stray,Female,84
1 year,A716950,Black,Owner Surrender,Female,84
3 months,A751138,Black,Owner Surrender,Male,84
4 years,A756848,Brown Tabby,Owner Surrender,Male,84
4 months,A746757,Black,Stray,Male,84
3 months,A752055,Black and White,Stray,Male,84
3 months,A704714,Black,Stray,Female,84
3 months,A757482,Black and White,Owner Surrender,Male,84
3 months,A680036,Black,Stray,Male,84
4 months,A703526,Blue,Stray,Female,84
3 months,A704090,Black and White,Stray,Male,84
2 months,A710567,Black and White,Stray,Male,84
3 months,A706675,Black,Stray,Female,84
2 months,A737522,Calico,Stray,Female,84
3 months,A750053,White,Stray,Male,84
3 months,A750052,Black and White,Stray,Male,84
10 years,A736824,Brown Tabby,Stray,Male,84
1 year,A754048,Brown Tabby,Stray,Female,84
2 months,A747337,Blue,Public Assist,Male,84
2 months,A747341,Blue,Public Assist,Female,84
1 month,A678667,Blue,Owner Surrender,Male,84
1 year,A680192,Black and White,Owner Surrender,Male,84
3 months,A681939,Brown Tabby,Stray,Female,84
3 months,A702011,Torbie,Stray,Female,84
3 months,A702010,Tortie,Stray,Female,84
4 months,A707187,Black,Stray,Female,85
1 year,A735415,Brown Tabby,Owner Surrender,Male,85
2 months,A748903,Brown Tabby,Stray,Male,85
1 year,A708191,Black,Owner Surrender,Male,85
3 months,A684570,Blue,Stray,Male,85
3 months,A757193,Blue,Stray,Male,85
3 months,A747252,Black and White,Stray,Male,85
4 months,A712744,Brown Tabby,Stray,Male,85
2 years,A715368,Tortie,Stray,Female,85
4 years,A742347,Brown Tabby,Owner Surrender,Male,85
4 years,A742349,Brown Tabby,Owner Surrender,Male,85
2 months,A711320,Black,Stray,Male,85
4 months,A710130,Black,Public Assist,Male,85
3 months,A675850,Orange Tabby,Stray,Male,85
3 months,A675851,Brown Tabby,Stray,Male,85
4 months,A750158,Black,Owner Surrender,Female,85
3 months,A750254,Black,Stray,Male,85
9 years,A692790,Torbie,Owner Surrender,Male,85
3 months,A707712,Brown Tabby,Stray,Female,85
1 year,A675455,Black,Stray,Male,85
2 months,A737520,Orange Tabby,Stray,Male,85
4 years,A749852,Black and White,Stray,Male,85
6 years,A736196,Black,Owner Surrender,Male,85
2 months,A723731,Black,Stray,Female,85
4 months,A679982,Tortie,Stray,Female,85
1 year,A700766,Calico,Stray,Female,86
